measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,3,Rate,2021,813.2525340407785,911.1087780914164,657.66099092362
1,Deaths,125,Colombia,3,Both,22,All ages,294,All causes,1,Number,2021,355330.1198290047,396825.4078251256,314764.1961899774
1,Deaths,125,Colombia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,125,Colombia,3,Both,22,All ages,294,All causes,3,Rate,2021,724.2703561132279,808.8503152465389,641.5847228935085
1,Deaths,140,Bahrain,3,Both,22,All ages,294,All causes,1,Number,2021,6292.695390221146,6962.900189361742,5632.3249870608215
1,Deaths,140,Bahrain,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,140,Bahrain,3,Both,22,All ages,294,All causes,3,Rate,2021,411.39574218174903,455.2115291630612,368.22289568655964
1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,294,All causes,1,Number,2021,720.4925854416639,721.564317385935,719.5382500983513
1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,294,All causes,3,Rate,2021,805.959187228525,807.158050650836,804.8916462805947
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,1,Number,2021,129163.07501021546,156951.36914754033,102660.33310124965
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,10,Cambodia,3,Both,22,All ages,294,All causes,3,Rate,2021,757.8179330581056,920.8557643012275,602.3226176033097
1,Deaths,75,Austria,3,Both,22,All ages,294,All causes,1,Number,2021,88943.55030503763,90095.4889999081,87816.4959711555
1,Deaths,75,Austria,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,75,Austria,3,Both,22,All ages,294,All causes,3,Rate,2021,990.2078114945389,1003.0323354775779,977.6603248970127
1,Deaths,137,North Africa and Middle East,3,Both,22,All ages,294,All causes,1,Number,2021,4049748.7982909717,4384030.312974697,3735480.927964221
1,Deaths,137,North Africa and Middle East,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,137,North Africa and Middle East,3,Both,22,All ages,294,All causes,3,Rate,2021,650.0398688312164,703.6966072564272,599.5955930550804
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,294,All causes,1,Number,2021,242419.35622803227,287121.24020893185,203027.59640040752
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,7,Democratic People's Republic of Korea,3,Both,22,All ages,294,All causes,3,Rate,2021,918.5242727187931,1087.8992191405328,769.269328271422
1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,294,All causes,1,Number,2021,814.0030718713809,1021.2302295557221,657.9703986524306
1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,294,All causes,3,Rate,2021,793.5472591793394,995.5668199039426,641.4356708401646
1,Deaths,155,Türkiye,3,Both,22,All ages,294,All causes,1,Number,2021,654482.2716820807,743817.1004161848,569367.9382210689
1,Deaths,155,Türkiye,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,155,Türkiye,3,Both,22,All ages,294,All causes,3,Rate,2021,782.7607533875671,889.6052026099062,680.9640162310488
1,Deaths,126,Costa Rica,3,Both,22,All ages,294,All causes,1,Number,2021,30742.485834383893,31542.121328339097,29934.84141597953
1,Deaths,126,Costa Rica,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,126,Costa Rica,3,Both,22,All ages,294,All causes,3,Rate,2021,647.4970704424729,664.3389628823713,630.4864943396396
1,Deaths,93,Sweden,3,Both,22,All ages,294,All causes,1,Number,2021,91984.81307529694,98445.19997041933,86054.45456662885
1,Deaths,93,Sweden,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,93,Sweden,3,Both,22,All ages,294,All causes,3,Rate,2021,886.7276793711288,949.005393352699,829.5594049308094
1,Deaths,90,Norway,3,Both,22,All ages,294,All causes,1,Number,2021,41915.413334919285,42567.34122648328,41320.924721648844
1,Deaths,90,Norway,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,90,Norway,3,Both,22,All ages,294,All causes,3,Rate,2021,773.6225609966788,785.655035089847,762.650229653866
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,1,Number,2021,2198968.9545826735,2654588.191781824,1797914.9619599322
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,11,Indonesia,3,Both,22,All ages,294,All causes,3,Rate,2021,788.4034211881985,951.7580536482734,644.6122415965051
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,294,All causes,1,Number,2021,3334073.8503560056,3694317.5225705327,3039397.5289880126
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,174,Eastern Sub-Saharan Africa,3,Both,22,All ages,294,All causes,3,Rate,2021,782.4668324303427,867.0116678936229,713.3098616726552
1,Deaths,141,Egypt,3,Both,22,All ages,294,All causes,1,Number,2021,711522.5773973861,826023.7087506498,616554.4599059573
1,Deaths,141,Egypt,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,141,Egypt,3,Both,22,All ages,294,All causes,3,Rate,2021,673.6152488459422,782.0161774177336,583.7066863792156
1,Deaths,111,Dominican Republic,3,Both,22,All ages,294,All causes,1,Number,2021,73004.3925122142,82750.49178014115,64138.587124154124
1,Deaths,111,Dominican Republic,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,111,Dominican Republic,3,Both,22,All ages,294,All causes,3,Rate,2021,662.8989219961308,751.3960449232907,582.3950970599911
1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,1,Number,2021,57154.55719066622,58173.4242287077,56130.81249602349
1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,3,Rate,2021,1032.4300545233234,1050.834692811887,1013.9373070879446
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,1,Number,2021,224494.63199532076,239436.51754915484,214121.72531892834
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,3,Rate,2021,705.686659769925,752.6556639435723,673.0799920758791
1,Deaths,64,High-income,3,Both,22,All ages,294,All causes,1,Number,2021,10883175.587425644,10929457.318654444,10836896.379596116
1,Deaths,64,High-income,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,64,High-income,3,Both,22,All ages,294,All causes,3,Rate,2021,996.9326879092428,1001.17223824493,992.6933687247654
1,Deaths,380,Palau,3,Both,22,All ages,294,All causes,1,Number,2021,195.1126567586494,234.98683958713906,160.7398079439193
1,Deaths,380,Palau,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,380,Palau,3,Both,22,All ages,294,All causes,3,Rate,2021,1078.1583834483856,1298.4961371025133,888.2200384519
1,Deaths,158,South Asia,3,Both,22,All ages,294,All causes,1,Number,2021,14814624.056851836,15596801.559329718,14040936.912804004
1,Deaths,158,South Asia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,158,South Asia,3,Both,22,All ages,294,All causes,3,Rate,2021,802.2773430680804,844.6357104547538,760.3787661004425
1,Deaths,108,Belize,3,Both,22,All ages,294,All causes,1,Number,2021,2343.751468184049,2585.8159748079347,2105.747347327351
1,Deaths,108,Belize,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,108,Belize,3,Both,22,All ages,294,All causes,3,Rate,2021,546.2338940301204,602.649362928831,490.7647372122692
1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,1,Number,2021,14.248875912704401,16.515889519615744,12.136279556411838
1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,3,Rate,2021,1039.331120827593,1204.6899749180945,885.235657277085
1,Deaths,112,Grenada,3,Both,22,All ages,294,All causes,1,Number,2021,1115.0279298212945,1409.831963449922,916.2515582851258
1,Deaths,112,Grenada,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,112,Grenada,3,Both,22,All ages,294,All causes,3,Rate,2021,1086.4912055225136,1373.7503685655445,892.8020845923004
1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,1,Number,2021,4553.548210006497,5655.38967771731,3739.6556980907494
1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,3,Rate,2021,666.1477415366471,827.3383496944863,547.0817662440551
1,Deaths,65,High-income Asia Pacific,3,Both,22,All ages,294,All causes,1,Number,2021,1794066.5587992824,1801840.3740556475,1785418.9972158854
1,Deaths,65,High-income Asia Pacific,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,65,High-income Asia Pacific,3,Both,22,All ages,294,All causes,3,Rate,2021,967.4315234404545,971.6234715593939,962.7684168039488
1,Deaths,73,Western Europe,3,Both,22,All ages,294,All causes,1,Number,2021,4543867.881920902,4564602.810387661,4524482.332367583
1,Deaths,73,Western Europe,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,73,Western Europe,3,Both,22,All ages,294,All causes,3,Rate,2021,1038.8613275332361,1043.601939688574,1034.429222932649
1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,1,Number,2021,45559.427727672184,51934.87280849785,39369.78522664657
1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,3,Rate,2021,369.6632632576135,421.3927943523656,319.44131009779835
1,Deaths,138,North Africa and Middle East,3,Both,22,All ages,294,All causes,1,Number,2021,4049748.7982909717,4384030.312974697,3735480.927964221
1,Deaths,138,North Africa and Middle East,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,138,North Africa and Middle East,3,Both,22,All ages,294,All causes,3,Rate,2021,650.0398688312164,703.6966072564272,599.5955930550804
1,Deaths,369,Nauru,3,Both,22,All ages,294,All causes,1,Number,2021,93.5690740583062,115.76118208597465,76.00959731786936
1,Deaths,369,Nauru,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,369,Nauru,3,Both,22,All ages,294,All causes,3,Rate,2021,848.7426125102213,1050.0418979212893,689.4648135902065
1,Deaths,130,Mexico,3,Both,22,All ages,294,All causes,1,Number,2021,1114630.0473618503,1122611.1488943829,1108001.3394025192
1,Deaths,130,Mexico,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,130,Mexico,3,Both,22,All ages,294,All causes,3,Rate,2021,862.2095824710495,868.3832741244461,857.0820197111315
1,Deaths,106,Bahamas,3,Both,22,All ages,294,All causes,1,Number,2021,3846.447532457487,4443.023405355042,3339.9255815789347
1,Deaths,106,Bahamas,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,106,Bahamas,3,Both,22,All ages,294,All causes,3,Rate,2021,991.4400591709298,1145.210314382914,860.8816286417693
1,Deaths,156,United Arab Emirates,3,Both,22,All ages,294,All causes,1,Number,2021,20062.97624032589,23516.704016059677,16109.946604504421
1,Deaths,156,United Arab Emirates,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,156,United Arab Emirates,3,Both,22,All ages,294,All causes,3,Rate,2021,208.3133848032215,244.1733546568427,167.26917611745964
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,294,All causes,1,Number,2021,569286.5060461597,581087.3321108258,557299.0270603228
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,294,All causes,3,Rate,2021,666.9564102347526,680.7818505118433,652.9122938412584
1,Deaths,76,Belgium,3,Both,22,All ages,294,All causes,1,Number,2021,111169.90519614019,112440.93374270762,109871.21324124407
1,Deaths,76,Belgium,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,76,Belgium,3,Both,22,All ages,294,All causes,3,Rate,2021,969.2847881348306,980.3668218318057,957.9615585779401
1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,1,Number,2021,164946.18949924118,178455.3494119611,151205.3210100258
1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,3,Rate,2021,1463.6475564340988,1583.52088576506,1341.7181644997963
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,1,Number,2021,510841.3078292019,613008.1833732727,421358.18986978225
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,3,Rate,2021,905.4312257408072,1086.5150142603238,746.828528708727
1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,1,Number,2021,666.630936251514,797.5584791060103,552.8805273191766
1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,3,Rate,2021,627.1251087251983,750.2936343406527,520.1157671390564
1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,1,Number,2021,686205.009546058,689944.7272235976,682663.839374307
1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,3,Rate,2021,1011.3799436183906,1016.8918174771368,1006.1607038302417
1,Deaths,83,Iceland,3,Both,22,All ages,294,All causes,1,Number,2021,2286.3271740337655,2430.5791106795655,2160.6214216384815
1,Deaths,83,Iceland,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,83,Iceland,3,Both,22,All ages,294,All causes,3,Rate,2021,652.5168156417378,693.6862578017615,616.6404466809033
1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,1,Number,2021,46310.27164675338,55553.072685273735,39002.78455193074
1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,3,Rate,2021,674.0385469955437,808.5660278467578,567.6792489729794
1,Deaths,32,Central Asia,3,Both,22,All ages,294,All causes,1,Number,2021,724677.240166984,779552.6194966751,670548.6267112176
1,Deaths,32,Central Asia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,32,Central Asia,3,Both,22,All ages,294,All causes,3,Rate,2021,756.3784456107841,813.6543635216731,699.88196105263
1,Deaths,139,Algeria,3,Both,22,All ages,294,All causes,1,Number,2021,273173.3414295296,306131.03313501965,242235.22080800714
1,Deaths,139,Algeria,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,139,Algeria,3,Both,22,All ages,294,All causes,3,Rate,2021,618.0678903418151,692.6362610193872,548.068896868955
1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,1,Number,2021,69738.7503819557,70776.22688373533,68755.52335543584
1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,3,Rate,2021,781.5782003288755,793.2054378790658,770.5589491135435
1,Deaths,91,Portugal,3,Both,22,All ages,294,All causes,1,Number,2021,123129.49182860208,124562.46131515298,121663.49323931755
1,Deaths,91,Portugal,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,91,Portugal,3,Both,22,All ages,294,All causes,3,Rate,2021,1160.7395173961277,1174.2480951183356,1146.9195749131518
1,Deaths,116,Saint Lucia,3,Both,22,All ages,294,All causes,1,Number,2021,1943.3180886449704,2482.535190596569,1557.0697103836958
1,Deaths,116,Saint Lucia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,116,Saint Lucia,3,Both,22,All ages,294,All causes,3,Rate,2021,1094.7506329816488,1398.513700451294,877.161109650188
1,Deaths,385,Puerto Rico,3,Both,22,All ages,294,All causes,1,Number,2021,34112.412024552,38957.4568877682,29299.515717476213
1,Deaths,385,Puerto Rico,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,385,Puerto Rico,3,Both,22,All ages,294,All causes,3,Rate,2021,1035.483747824378,1182.555294970603,889.3880714953627
1,Deaths,128,Guatemala,3,Both,22,All ages,294,All causes,1,Number,2021,112870.64918248529,124123.97343821358,102453.20361174672
1,Deaths,128,Guatemala,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,128,Guatemala,3,Both,22,All ages,294,All causes,3,Rate,2021,715.8494878043609,787.2204461793362,649.7798485309465
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,1,Number,2021,1585.8835029168283,1855.9697790827793,1353.4304042427104
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,3,Rate,2021,306.62410358954565,358.84418291372447,261.6802455593247
1,Deaths,163,India,3,Both,22,All ages,294,All causes,1,Number,2021,11744496.419517092,12485808.279180521,11085398.700321307
1,Deaths,163,India,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,163,India,3,Both,22,All ages,294,All causes,3,Rate,2021,830.2960865245309,882.7043221769259,783.7001119218147
1,Deaths,124,Central Latin America,3,Both,22,All ages,294,All causes,1,Number,2021,2077479.0841673685,2200326.264392051,1970653.5585288862
1,Deaths,124,Central Latin America,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,124,Central Latin America,3,Both,22,All ages,294,All causes,3,Rate,2021,821.1318323395304,869.6876666506467,778.908620430124
1,Deaths,157,Yemen,3,Both,22,All ages,294,All causes,1,Number,2021,216518.8982941218,263104.91526726715,180066.97330098442
1,Deaths,157,Yemen,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,157,Yemen,3,Both,22,All ages,294,All causes,3,Rate,2021,643.5688178182592,782.0385223405003,535.2211287257069
1,Deaths,20,Viet Nam,3,Both,22,All ages,294,All causes,1,Number,2021,701470.8326382338,803790.9412213834,583763.424759985
1,Deaths,20,Viet Nam,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,20,Viet Nam,3,Both,22,All ages,294,All causes,3,Rate,2021,699.5969324436749,801.6437043997552,582.2039666266802
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,1,Number,2021,541.9676713557836,610.2311082094183,473.28642404784034
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,3,Rate,2021,924.1452576104072,1040.5458009835197,807.0322777390735
1,Deaths,374,Niue,3,Both,22,All ages,294,All causes,1,Number,2021,21.490631111112233,24.11602845160908,18.701270062777546
1,Deaths,374,Niue,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,374,Niue,3,Both,22,All ages,294,All causes,3,Rate,2021,1285.5766178800718,1442.6287498596719,1118.7161229963126
1,Deaths,26,Papua New Guinea,3,Both,22,All ages,294,All causes,1,Number,2021,80732.23292805563,99349.87815607774,65176.76383790972
1,Deaths,26,Papua New Guinea,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,26,Papua New Guinea,3,Both,22,All ages,294,All causes,3,Rate,2021,771.7027266735147,949.664949017943,623.0112130590121
1,Deaths,44636,Low-middle SDI,3,Both,22,All ages,294,All causes,1,Number,2021,15768521.12796964,16597874.221892342,14951036.51452971
1,Deaths,44636,Low-middle SDI,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,44636,Low-middle SDI,3,Both,22,All ages,294,All causes,3,Rate,2021,820.801622670884,863.9720861363137,778.2489513217748
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,1,Number,2021,625844.1969736522,761333.7965120245,497266.122023145
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
